X,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
1,RT @maheshcse: Attitude that determines your Altitude. Liked it much @DjokerNole. https://t.co/PbcOiWC1U1,FALSE,0,NA,7/9/2016 14:54,FALSE,NA,7.74E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",dhruvbhim,1,TRUE,FALSE,NA,NA
2,RT @RealHughJackman: Sensational night at the @usopen. W @TheBorisBecker watching @DjokerNole advance to the next round. https://t.co/fkDya…,FALSE,0,NA,7/9/2016 14:52,FALSE,NA,7.74E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",KimLachance5,314,TRUE,FALSE,NA,NA
3,RT @RealHughJackman: Sensational night at the @usopen. W @TheBorisBecker watching @DjokerNole advance to the next round. https://t.co/fkDya…,FALSE,0,NA,7/9/2016 14:51,FALSE,NA,7.74E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ranmah,314,TRUE,FALSE,NA,NA
4,RT @RealHughJackman: Sensational night at the @usopen. W @TheBorisBecker watching @DjokerNole advance to the next round. https://t.co/fkDya…,FALSE,0,NA,7/9/2016 14:51,FALSE,NA,7.74E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",seanbailey15,314,TRUE,FALSE,NA,NA
5,"RT @tennistonic: @DjokerNole team already working on next opponent #USOpen #blackmagic 

@monfils advised

https://t.co/zIg3zTJJ2n https://…",FALSE,0,NA,7/9/2016 14:51,FALSE,NA,7.74E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",abhi_sn,11,TRUE,FALSE,NA,NA
6,"RT @DjokerNole: Not too bad for a 22m old, ha?<ed><U+00A0><U+00BD><ed><U+00B8><U+0082> Tennis on TV, massage... Life is good! Love this little man so much! https://t.co/RFmOZ5wlxv",FALSE,0,NA,7/9/2016 14:50,FALSE,NA,7.74E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ilazarevic,992,TRUE,FALSE,NA,NA
7,"RT @tennistonic: @DjokerNole team already working on next opponent #USOpen #blackmagic 

@monfils advised

https://t.co/zIg3zTJJ2n https://…",FALSE,0,NA,7/9/2016 14:49,FALSE,NA,7.74E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",abhishekmadan,11,TRUE,FALSE,NA,NA
8,"@RealHughJackman: ""Sensational night at the @usopen. W @TheBorisBecker watching @DjokerNole…"" #1 in #Australia https://t.co/bWN6Q8Jt35",FALSE,0,RealHughJackman,7/9/2016 14:48,FALSE,7.73E+17,7.74E+17,27042513,"<a href=""http://www.toprt.com"" rel=""nofollow"">TopRT.com</a>",TopRT_AU,0,FALSE,FALSE,NA,NA
9,RT @RealHughJackman: Sensational night at the @usopen. W @TheBorisBecker watching @DjokerNole advance to the next round. https://t.co/fkDya…,FALSE,0,NA,7/9/2016 14:48,FALSE,NA,7.74E+17,NA,"<a href=""http://www.toprt.com"" rel=""nofollow"">TopRT.com</a>",TopRT_AU,314,TRUE,FALSE,NA,NA
10,"RT @DjokerNole: Not too bad for a 22m old, ha?<ed><U+00A0><U+00BD><ed><U+00B8><U+0082> Tennis on TV, massage... Life is good! Love this little man so much! https://t.co/RFmOZ5wlxv",FALSE,0,NA,7/9/2016 14:48,FALSE,NA,7.74E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",shamie902,992,TRUE,FALSE,NA,NA
11,10th consecutive SF for Novak at the USO. Wow. Legend @DjokerNole,FALSE,0,NA,7/9/2016 14:47,FALSE,NA,7.74E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",antonole1,0,FALSE,FALSE,NA,NA
12,"Now I have love for tsonga, but I'm very excited for @DjokerNole vs @Gael_Monfils!! #USOpen2016  @serenawilliams vs @Simona_Halep too!! Woo!",FALSE,0,NA,7/9/2016 14:45,FALSE,NA,7.74E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Themaineventmma,0,FALSE,FALSE,NA,NA
13,RT @RealHughJackman: Sensational night at the @usopen. W @TheBorisBecker watching @DjokerNole advance to the next round. https://t.co/fkDya…,FALSE,0,NA,7/9/2016 14:45,FALSE,NA,7.74E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",damanedmonds,314,TRUE,FALSE,NA,NA
14,Attitude that determines your Altitude. Liked it much @DjokerNole. https://t.co/PbcOiWC1U1,FALSE,4,NA,7/9/2016 14:44,FALSE,NA,7.74E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",maheshcse,1,FALSE,FALSE,NA,NA
15,"Is @DjokerNole just lucky with opponents? Or is there more to it at the #USOpen2016 ?
https://t.co/j6OEp2mmxj https://t.co/QNauVEUDSx",FALSE,0,NA,7/9/2016 14:43,FALSE,NA,7.74E+17,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>",WDH_Tennis,0,FALSE,FALSE,NA,NA
16,RT @RealHughJackman: Sensational night at the @usopen. W @TheBorisBecker watching @DjokerNole advance to the next round. https://t.co/fkDya…,FALSE,0,NA,7/9/2016 14:42,FALSE,NA,7.74E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",itsMeeeTete,314,TRUE,FALSE,NA,NA
17,RT @DjokerNole: My precious little family :) #WimbledonChampion #Love http://t.co/GS2bPubrdL,FALSE,0,NA,7/9/2016 14:40,FALSE,NA,7.74E+17,NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",margarida000000,15518,TRUE,FALSE,NA,NA
18,"RT @StefanLuka: Mr. @RedHourBen is other new member of #TeamDjokovic #USOpen2016
@DjokerNole https://t.co/LqqqCQTQ7n",FALSE,0,NA,7/9/2016 14:39,FALSE,NA,7.74E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",DorothyH32,1,TRUE,FALSE,NA,NA
19,RT @jonscott9: .@DjokerNole practice session on Ashe Stadium after Youzhny retired. @TheBorisBecker feeding balls. #USOpen @Tennis https://…,FALSE,0,NA,7/9/2016 14:38,FALSE,NA,7.74E+17,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",pansheroff,61,TRUE,FALSE,NA,NA
20,RT @RealHughJackman: Sensational night at the @usopen. W @TheBorisBecker watching @DjokerNole advance to the next round. https://t.co/fkDya…,FALSE,0,NA,7/9/2016 14:36,FALSE,NA,7.74E+17,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>",indu93,314,TRUE,FALSE,NA,NA
21,"RT @ATPWorldTour: Rested @DjokerNole coasts past #Edmund, moves into #USOpen QFs. Next: #Tsonga.

More: https://t.co/GXfGJbdgxg #ATP https:…",FALSE,0,NA,7/9/2016 14:36,FALSE,NA,7.74E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",meggie_alvarez,81,TRUE,FALSE,NA,NA
22,"@RealHughJackman @usopen @TheBorisBecker @DjokerNole Actually, it was an awful night. But it was a great to see you in the public",FALSE,0,RealHughJackman,7/9/2016 14:34,FALSE,7.73E+17,7.74E+17,27042513,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",CastroJoel78,0,FALSE,FALSE,NA,NA
23,RT @RealHughJackman: Sensational night at the @usopen. W @TheBorisBecker watching @DjokerNole advance to the next round. https://t.co/fkDya…,FALSE,0,NA,7/9/2016 14:33,FALSE,NA,7.74E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",NunoAlive,314,TRUE,FALSE,NA,NA
24,RT @RealHughJackman: Sensational night at the @usopen. W @TheBorisBecker watching @DjokerNole advance to the next round. https://t.co/fkDya…,FALSE,0,NA,7/9/2016 14:33,FALSE,NA,7.74E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jero_prince,314,TRUE,FALSE,NA,NA
25,RT @RealHughJackman: Sensational night at the @usopen. W @TheBorisBecker watching @DjokerNole advance to the next round. https://t.co/fkDya…,FALSE,0,NA,7/9/2016 14:32,FALSE,NA,7.74E+17,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",luciensabre,314,TRUE,FALSE,NA,NA
26,RT @RealHughJackman: Sensational night at the @usopen. W @TheBorisBecker watching @DjokerNole advance to the next round. https://t.co/fkDya…,FALSE,0,NA,7/9/2016 14:31,FALSE,NA,7.74E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",a0920960708,314,TRUE,FALSE,NA,NA
27,RT @RealHughJackman: Sensational night at the @usopen. W @TheBorisBecker watching @DjokerNole advance to the next round. https://t.co/fkDya…,FALSE,0,NA,7/9/2016 14:30,FALSE,NA,7.74E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",lilacflower49,314,TRUE,FALSE,NA,NA
28,RT @RealHughJackman: Sensational night at the @usopen. W @TheBorisBecker watching @DjokerNole advance to the next round. https://t.co/fkDya…,FALSE,0,NA,7/9/2016 14:30,FALSE,NA,7.74E+17,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Sleepwalker64,314,TRUE,FALSE,NA,NA
29,@oietai @DjokerNole Best tweet ever hehe,FALSE,1,oietai,7/9/2016 14:29,FALSE,7.73E+17,7.74E+17,245014483,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",DanielaAnicama,0,FALSE,FALSE,NA,NA
30,RT @BasiaID: .@DjokerNole #QF #USOpen #ArthurAsheStadium #NYC ||Justin Lane|| https://t.co/voKb8PAhHE,FALSE,0,NA,7/9/2016 14:29,FALSE,NA,7.74E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",_icafernandez,13,TRUE,FALSE,NA,NA
31,"RT @NickBollettieri: @DjokerNole, 5 rounds, 9 sets, &amp; 3 defaults to @usopen semis. Doesn't matter. Novak can raise his game when it counts.…",FALSE,0,NA,7/9/2016 14:29,FALSE,NA,7.74E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",_icafernandez,51,TRUE,FALSE,NA,NA
32,"RT @DjokerNole: Not too bad for a 22m old, ha?<ed><U+00A0><U+00BD><ed><U+00B8><U+0082> Tennis on TV, massage... Life is good! Love this little man so much! https://t.co/RFmOZ5wlxv",FALSE,0,NA,7/9/2016 14:29,FALSE,NA,7.74E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",julia_schneller,992,TRUE,FALSE,NA,NA
33,".@Djokernole's #usopen run is similar to Mauresmo's at the Aussie Open in 2006: retirements in the 3rd round, semis, &amp; finals.",FALSE,0,NA,7/9/2016 14:27,FALSE,NA,7.74E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",JonathanLababit,0,FALSE,FALSE,NA,NA
34,"@RealHughJackman @usopen @TheBorisBecker @DjokerNole ""Boom-Boom Becker"" vs ""Wolverine"" : the next round is going to cut in the deep ;-)",FALSE,0,RealHughJackman,7/9/2016 14:27,FALSE,7.73E+17,7.74E+17,27042513,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",BoechieT,0,FALSE,FALSE,NA,NA
35,RT @RealHughJackman: Sensational night at the @usopen. W @TheBorisBecker watching @DjokerNole advance to the next round. https://t.co/fkDya…,FALSE,0,NA,7/9/2016 14:26,FALSE,NA,7.74E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ella_rose112,314,TRUE,FALSE,NA,NA
36,RT @RealHughJackman: Sensational night at the @usopen. W @TheBorisBecker watching @DjokerNole advance to the next round. https://t.co/fkDya…,FALSE,0,NA,7/9/2016 14:25,FALSE,NA,7.74E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RichardAkoto5,314,TRUE,FALSE,NA,NA
37,RT @RealHughJackman: Sensational night at the @usopen. W @TheBorisBecker watching @DjokerNole advance to the next round. https://t.co/fkDya…,FALSE,0,NA,7/9/2016 14:25,FALSE,NA,7.74E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",LuisMadrigal1,314,TRUE,FALSE,NA,NA
38,@RealHughJackman @usopen @TheBorisBecker @DjokerNole Woo! Watching tennis?,FALSE,0,RealHughJackman,7/9/2016 14:25,FALSE,7.73E+17,7.74E+17,27042513,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",LeeLjhardwick,0,FALSE,FALSE,NA,NA
39,RT @RealHughJackman: Sensational night at the @usopen. W @TheBorisBecker watching @DjokerNole advance to the next round. https://t.co/fkDya…,FALSE,0,NA,7/9/2016 14:23,FALSE,NA,7.74E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",BolaeBan,314,TRUE,FALSE,NA,NA
40,RT @RealHughJackman: Sensational night at the @usopen. W @TheBorisBecker watching @DjokerNole advance to the next round. https://t.co/fkDya…,FALSE,0,NA,7/9/2016 14:22,FALSE,NA,7.74E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NOCGAMINGMI,314,TRUE,FALSE,NA,NA
41,@TheBorisBecker @JKCorden should guest you guys! @DjokerNole on the late late show would be awesome! <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>,FALSE,0,TheBorisBecker,7/9/2016 14:21,FALSE,7.73E+17,7.74E+17,144884794,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",_icafernandez,0,FALSE,FALSE,NA,NA
42,RT @RealHughJackman: Sensational night at the @usopen. W @TheBorisBecker watching @DjokerNole advance to the next round. https://t.co/fkDya…,FALSE,0,NA,7/9/2016 14:19,FALSE,NA,7.74E+17,NA,"<a href=""http://twipple.jp/"" rel=""nofollow""><U+3064><U+3044><U+3063><U+3077><U+308B> for Android</a>",3_tsumuji,314,TRUE,FALSE,NA,NA
43,RT @RealHughJackman: Sensational night at the @usopen. W @TheBorisBecker watching @DjokerNole advance to the next round. https://t.co/fkDya…,FALSE,0,NA,7/9/2016 14:19,FALSE,NA,7.74E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",mrsclifforrrdd,314,TRUE,FALSE,NA,NA
44,"RT @NovakIndiaFans: Deborra-Lee Furness, Hugh Jackman, Christine Taylor and Ben Stiller talk with @DjokerNole at #USOpen. (USTA) https://t.…",FALSE,0,NA,7/9/2016 14:18,FALSE,NA,7.74E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",chino_chino_,44,TRUE,FALSE,NA,NA
45,"RT @DjokerNole: Not too bad for a 22m old, ha?<ed><U+00A0><U+00BD><ed><U+00B8><U+0082> Tennis on TV, massage... Life is good! Love this little man so much! https://t.co/RFmOZ5wlxv",FALSE,0,NA,7/9/2016 14:17,FALSE,NA,7.74E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FebryMeuthia,992,TRUE,FALSE,NA,NA
46,RT @RealHughJackman: Sensational night at the @usopen. W @TheBorisBecker watching @DjokerNole advance to the next round. https://t.co/fkDya…,FALSE,0,NA,7/9/2016 14:17,FALSE,NA,7.74E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ElianaV1637,314,TRUE,FALSE,NA,NA
47,"RT @NovakIndiaFans: Radek Stepanek full of praise for @DjokerNole, calling him as the 'perfect player' https://t.co/p6rVjhgFQJ https://t.co…",FALSE,0,NA,7/9/2016 14:14,FALSE,NA,7.74E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",rnduenas,9,TRUE,FALSE,NA,NA
48,"RT @NovakIndiaFans: Radek Stepanek full of praise for @DjokerNole, calling him as the 'perfect player' https://t.co/p6rVjhgFQJ https://t.co…",FALSE,0,NA,7/9/2016 14:12,FALSE,NA,7.74E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Reti64tp,9,TRUE,FALSE,NA,NA
49,"RT @NovakIndiaFans: .@DjokerNole: I’m sure it’s not an easy situation for him to handle, playing QFs and having to retire night session. ht…",FALSE,0,NA,7/9/2016 14:12,FALSE,NA,7.74E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Reti64tp,15,TRUE,FALSE,NA,NA
50,"RT @TennisChannel: Hear what @DjokerNole had to say after his win over @Tsonga7 at #USOpen yesterday.
Watch. -&gt; https://t.co/bYGBFzxS83 htt…",FALSE,0,NA,7/9/2016 14:09,FALSE,NA,7.74E+17,NA,"<a href=""http://www.2rockon.com"" rel=""nofollow"">bnt-Competition</a>",bnb952,4,TRUE,FALSE,NA,NA
51,"RT @NovakIndiaFans: Radek Stepanek full of praise for @DjokerNole, calling him as the 'perfect player' https://t.co/p6rVjhgFQJ https://t.co…",FALSE,0,NA,7/9/2016 14:09,FALSE,NA,7.74E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",nale__nole,9,TRUE,FALSE,NA,NA
52,RT @RealHughJackman: Sensational night at the @usopen. W @TheBorisBecker watching @DjokerNole advance to the next round. https://t.co/fkDya…,FALSE,0,NA,7/9/2016 14:09,FALSE,NA,7.74E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",LiangSunday,314,TRUE,FALSE,NA,NA
53,"RT @TennisChannel: Hear what @DjokerNole had to say after his win over @Tsonga7 at #USOpen yesterday.
Watch. -&gt; https://t.co/bYGBFzxS83 htt…",FALSE,0,NA,7/9/2016 14:09,FALSE,NA,7.74E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",hasekunn,4,TRUE,FALSE,NA,NA
54,RT @RealHughJackman: Sensational night at the @usopen. W @TheBorisBecker watching @DjokerNole advance to the next round. https://t.co/fkDya…,FALSE,0,NA,7/9/2016 14:07,FALSE,NA,7.74E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",micm3d,314,TRUE,FALSE,NA,NA
55,RT @RealHughJackman: Sensational night at the @usopen. W @TheBorisBecker watching @DjokerNole advance to the next round. https://t.co/fkDya…,FALSE,0,NA,7/9/2016 14:06,FALSE,NA,7.74E+17,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",guzman16180,314,TRUE,FALSE,NA,NA
56,RT @RealHughJackman: Sensational night at the @usopen. W @TheBorisBecker watching @DjokerNole advance to the next round. https://t.co/fkDya…,FALSE,0,NA,7/9/2016 14:06,FALSE,NA,7.74E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",AnaPaulaCamCerv,314,TRUE,FALSE,NA,NA
57,RT @RealHughJackman: Sensational night at the @usopen. W @TheBorisBecker watching @DjokerNole advance to the next round. https://t.co/fkDya…,FALSE,0,NA,7/9/2016 14:03,FALSE,NA,7.74E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",monitroll65,314,TRUE,FALSE,NA,NA
58,RT @RealHughJackman: Sensational night at the @usopen. W @TheBorisBecker watching @DjokerNole advance to the next round. https://t.co/fkDya…,FALSE,0,NA,7/9/2016 14:02,FALSE,NA,7.74E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RajiPari1992,314,TRUE,FALSE,NA,NA
59,RT @RealHughJackman: Sensational night at the @usopen. W @TheBorisBecker watching @DjokerNole advance to the next round. https://t.co/fkDya…,FALSE,0,NA,7/9/2016 14:02,FALSE,NA,7.74E+17,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",NYCBroadwayBaby,314,TRUE,FALSE,NA,NA
60,RT @RealHughJackman: Sensational night at the @usopen. W @TheBorisBecker watching @DjokerNole advance to the next round. https://t.co/fkDya…,FALSE,0,NA,7/9/2016 14:01,FALSE,NA,7.74E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",eltagarifa,314,TRUE,FALSE,NA,NA
61,RT @RealHughJackman: Sensational night at the @usopen. W @TheBorisBecker watching @DjokerNole advance to the next round. https://t.co/fkDya…,FALSE,0,NA,7/9/2016 14:01,FALSE,NA,7.74E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",HilitaHdz,314,TRUE,FALSE,NA,NA
62,"RT @DjokerNole: Not too bad for a 22m old, ha?<ed><U+00A0><U+00BD><ed><U+00B8><U+0082> Tennis on TV, massage... Life is good! Love this little man so much! https://t.co/RFmOZ5wlxv",FALSE,0,NA,7/9/2016 13:59,FALSE,NA,7.74E+17,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",conitapreciosa,992,TRUE,FALSE,NA,NA
63,RT @usopen: No. 1 @DjokerNole is looking to make his 10th semifinal in a row tonight as he takes on No. 9 seed @tsonga7! https://t.co/Ejnmz…,FALSE,0,NA,7/9/2016 13:59,FALSE,NA,7.74E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Amarchioretto_,83,TRUE,FALSE,NA,NA
64,RT @RealHughJackman: Sensational night at the @usopen. W @TheBorisBecker watching @DjokerNole advance to the next round. https://t.co/fkDya…,FALSE,0,NA,7/9/2016 13:58,FALSE,NA,7.74E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",arociorl,314,TRUE,FALSE,NA,NA
65,RT @RealHughJackman: Sensational night at the @usopen. W @TheBorisBecker watching @DjokerNole advance to the next round. https://t.co/fkDya…,FALSE,0,NA,7/9/2016 13:57,FALSE,NA,7.74E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",gioWOGBOY,314,TRUE,FALSE,NA,NA
66,@usopen @EthanWhite15 @DjokerNole lucky u,FALSE,0,usopen,7/9/2016 13:56,FALSE,7.73E+17,7.74E+17,14836197,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",suren_bhosale,0,FALSE,FALSE,NA,NA
67,RT @RealHughJackman: Sensational night at the @usopen. W @TheBorisBecker watching @DjokerNole advance to the next round. https://t.co/fkDya…,FALSE,0,NA,7/9/2016 13:56,FALSE,NA,7.74E+17,NA,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>",mikideci,314,TRUE,FALSE,NA,NA
68,RT @RealHughJackman: Sensational night at the @usopen. W @TheBorisBecker watching @DjokerNole advance to the next round. https://t.co/fkDya…,FALSE,0,NA,7/9/2016 13:56,FALSE,NA,7.74E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AMTripathi3,314,TRUE,FALSE,NA,NA
69,"RT @TennisChannel: Hear what @DjokerNole had to say after his win over @Tsonga7 at #USOpen yesterday.
Watch. -&gt; https://t.co/bYGBFzxS83 htt…",FALSE,0,NA,7/9/2016 13:56,FALSE,NA,7.74E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",SaraShe85058192,4,TRUE,FALSE,NA,NA
70,RT @RealHughJackman: Sensational night at the @usopen. W @TheBorisBecker watching @DjokerNole advance to the next round. https://t.co/fkDya…,FALSE,0,NA,7/9/2016 13:55,FALSE,NA,7.74E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FranckBely,314,TRUE,FALSE,NA,NA
71,@usopen @DjokerNole  come on people! Another walkover? Get serious! <ed><U+00A0><U+00BD><ed><U+00B8><U+00A1> Why even bother to watch anymore just hand him the trophy,FALSE,0,usopen,7/9/2016 13:52,FALSE,7.73E+17,7.74E+17,14836197,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",mavira123,0,FALSE,FALSE,NA,NA
72,RT @RealHughJackman: Sensational night at the @usopen. W @TheBorisBecker watching @DjokerNole advance to the next round. https://t.co/fkDya…,FALSE,0,NA,7/9/2016 13:52,FALSE,NA,7.74E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",sideofangels,314,TRUE,FALSE,NA,NA
73,RT @RealHughJackman: Sensational night at the @usopen. W @TheBorisBecker watching @DjokerNole advance to the next round. https://t.co/fkDya…,FALSE,0,NA,7/9/2016 13:52,FALSE,NA,7.74E+17,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>",Bhavani_bharath,314,TRUE,FALSE,NA,NA
74,@DjokerNole cute https://t.co/CCw2mOPGYh,FALSE,0,DjokerNole,7/9/2016 13:52,FALSE,NA,7.74E+17,259925559,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",HyperKiki,0,FALSE,FALSE,NA,NA
75,@usopen @DjokerNole come on people! Another walkover? Get serious! <ed><U+00A0><U+00BD><ed><U+00B8><U+00A1> Why even bother to watch anymore just hand him the trot,FALSE,0,usopen,7/9/2016 13:51,FALSE,7.73E+17,7.74E+17,14836197,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",mavira123,0,FALSE,FALSE,NA,NA
76,RT @RealHughJackman: Sensational night at the @usopen. W @TheBorisBecker watching @DjokerNole advance to the next round. https://t.co/fkDya…,FALSE,0,NA,7/9/2016 13:50,FALSE,NA,7.74E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",horne1231,314,TRUE,FALSE,NA,NA
77,RT @RealHughJackman: Sensational night at the @usopen. W @TheBorisBecker watching @DjokerNole advance to the next round. https://t.co/fkDya…,FALSE,0,NA,7/9/2016 13:49,FALSE,NA,7.74E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",belemaraujo,314,TRUE,FALSE,NA,NA
78,RT @RealHughJackman: Sensational night at the @usopen. W @TheBorisBecker watching @DjokerNole advance to the next round. https://t.co/fkDya…,FALSE,0,NA,7/9/2016 13:49,FALSE,NA,7.74E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",aleksandraivan8,314,TRUE,FALSE,NA,NA
79,"#USOpen : @DjokerNole sets up semi-final clash with @Gael_Monfils via @YahooSports - https://t.co/K4D8WcGHb5
#sports https://t.co/C0B9bzktoo",FALSE,0,NA,7/9/2016 13:47,FALSE,NA,7.74E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",LatestComments,0,FALSE,FALSE,NA,NA
80,RT @MatthewLumby: The @usopen is becoming a joke for @DjokerNole opponents. Three retirements out of five matches?! #USOpen #tennis,FALSE,0,NA,7/9/2016 13:46,FALSE,NA,7.74E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Toba_Diablo,3,TRUE,FALSE,NA,NA
