CustomerID,MeanValue,LastTransaction,NoTransaction,Total Earnings,MonetoryPercentile,FrequencyPercentile,RecencyPercentile,MonetoryScore,FrequencyScore,RecencyScore,MonetoryWeightedScore,FrequencyWeightedScore,RecencyWeightedScore,FinalScore,FinalWeightedScore,Class Def,FinalCustomerClass,final_type
2452,57.18478261,12/22/2004,69,3945.75,0.53129275,0.986833105,0.959815321,3,5,5,15,25,25,65,4.333333333,Regulars and High Values,Class-4,Casino
2453,32.47823529,12/22/2004,34,1104.26,0.375,0.965800274,0.959815321,2,5,5,10,25,25,60,4,Regulars and High Values,Class-4,Casino
2454,16.8373913,11/25/2004,23,387.26,0.235807114,0.935704514,0.905266758,2,5,5,10,25,25,60,4,Regulars and High Values,Class-4,Casino
2455,96.88623188,12/19/2004,69,6685.15,0.694767442,0.986833105,0.953659371,4,5,5,20,25,25,70,4.666666667,Regulars and High Values,Class-4,Casino
2456,64.45114286,7/5/2004,35,2255.79,0.57130643,0.966655267,0.711525308,3,5,4,15,25,20,60,4,Regulars and High Values,Class-4,Casino
2457,4.805,7/30/2002,2,9.61,0.115595075,0.352941176,0.287106703,1,2,2,5,10,10,25,1.666666667,All Low,Class-1,Casino
2458,79.91818182,3/27/2004,22,1758.2,0.636456908,0.930232558,0.649281806,4,5,4,20,25,20,65,4.333333333,Regulars and High Values,Class-4,Casino
2459,69.234,3/1/2002,1,69.234,0.594220246,0,0.066005472,3,1,1,15,5,5,25,1.666666667,All Low,Class-1,Hotel
246,69.01333333,6/22/2004,12,828.16,0.593023256,0.850205198,0.702120383,3,5,4,15,25,20,60,4,Regulars and High Values,Class-4,Casino
2460,159.3177419,12/10/2004,31,4938.85,0.806429549,0.958447332,0.932113543,5,5,5,25,25,25,75,5,All Highs,Class-5,Casino
2461,20.8575,12/28/2004,12,250.29,0.274452804,0.850205198,0.97246922,2,5,5,10,25,25,60,4,Regulars and High Values,Class-4,Casino
2462,102.335,7/24/2004,4,409.34,0.708105335,0.581395349,0.728625171,4,3,4,20,15,20,55,3.666666667,Moderate to High,Class-3,Casino
2463,10.59,9/9/2004,3,31.77,0.172366621,0.497435021,0.777188782,1,3,4,5,15,20,40,2.666666667,All but little less freq,Class-2,Casino
2464,137.08,2/22/2002,1,137.08,0.776504788,0,0.055574555,4,1,1,20,5,5,30,2,All but little less freq,Class-2,Casino
2465,23.97,10/25/2002,1,23.97,0.30249658,0,0.426983584,2,1,3,10,5,15,30,2,All but little less freq,Class-2,Hotel
2466,4.225,9/15/2004,2,8.45,0.10875513,0.352941176,0.788474692,1,2,4,5,10,20,35,2.333333333,All but little less freq,Class-2,Casino
2467,9.3,5/29/2004,2,18.6,0.161764706,0.352941176,0.687414501,1,2,4,5,10,20,35,2.333333333,All but little less freq,Class-2,Casino
2468,134.6111765,11/24/2004,17,2288.39,0.77376881,0.902359781,0.90253078,4,5,5,20,25,25,70,4.666666667,Regulars and High Values,Class-4,Casino
2469,648.3078873,12/14/2004,71,46029.86,0.954856361,0.987688098,0.942373461,5,5,5,25,25,25,75,5,All Highs,Class-5,Casino
247,-498.585,6/21/2003,2,-997.17,0.002222982,0.352941176,0.528556772,1,2,3,5,10,15,30,2,All but little less freq,Class-2,Casino
2470,262.7274,12/17/2002,2,525.4548,0.885430917,0.352941176,0.482729138,5,2,3,25,10,15,50,3.333333333,Moderate to High,Class-3,Hotel & Casino
2472,22.26833333,12/18/2004,6,133.61,0.289671683,0.689466484,0.950752394,2,4,5,10,20,25,55,3.666666667,Moderate to High,Class-3,Casino
2473,122.35,1/1/2005,5,611.75,0.752222982,0.642612859,0.989740082,4,4,5,20,20,25,65,4.333333333,Regulars and High Values,Class-4,Casino
2474,64.514,5/14/2002,1,64.514,0.571819425,0,0.167578659,3,1,1,15,5,5,25,1.666666667,All Low,Class-1,Hotel
2475,393.325,1/5/2005,2,786.65,0.923392613,0.352941176,0.99880301,5,2,5,25,10,25,60,4,Regulars and High Values,Class-4,Casino
2476,143.37,8/5/2002,1,143.37,0.786422709,0,0.299247606,4,1,2,20,5,10,35,2.333333333,All but little less freq,Class-2,Casino
2477,24.655,6/27/2002,2,49.31,0.30745554,0.352941176,0.231874145,2,2,2,10,10,10,30,2,All but little less freq,Class-2,Casino
2478,8.817,3/12/2002,4,35.268,0.157660739,0.581395349,0.078659371,1,3,1,5,15,5,25,1.666666667,All Low,Class-1,Hotel & Casino
248,2.7,8/23/2002,4,10.8,0.087038304,0.581395349,0.335499316,1,3,2,5,15,10,30,2,All but little less freq,Class-2,Casino
2480,84.78146667,8/25/2004,3,254.3444,0.655095759,0.497435021,0.759233926,4,3,4,20,15,20,55,3.666666667,Moderate to High,Class-3,Hotel
2481,24.11666667,5/29/2004,9,217.05,0.30369357,0.790697674,0.687414501,2,4,4,10,20,20,50,3.333333333,Moderate to High,Class-3,Casino
2482,0.25,7/31/2002,1,0.25,0.054206566,0,0.288474692,1,1,2,5,5,10,20,1.333333333,All Low,Class-1,Casino
2483,66.065,10/16/2004,4,264.26,0.580369357,0.581395349,0.84370725,3,3,5,15,15,25,55,3.666666667,Moderate to High,Class-3,Casino
2484,74.13666667,6/7/2004,3,222.41,0.613885089,0.497435021,0.692715458,4,3,4,20,15,20,55,3.666666667,Moderate to High,Class-3,Casino
2485,-25.445,2/10/2002,2,-50.89,0.030095759,0.352941176,0.039158687,1,2,1,5,10,5,20,1.333333333,All Low,Class-1,Casino
2486,92.77,2/16/2002,1,92.77,0.683481532,0,0.047024624,4,1,1,20,5,5,30,2,All but little less freq,Class-2,Casino
2487,-166.0996,9/29/2002,2,-332.1992,0.009917921,0.352941176,0.395348837,1,2,2,5,10,10,25,1.666666667,All Low,Class-1,Hotel & Casino
2489,-38.29296,11/7/2002,10,-382.9296,0.025307798,0.815492476,0.442202462,1,5,3,5,25,15,45,3,Moderate to High,Class-3,Hotel & Casino
249,25.18,12/22/2003,6,151.08,0.31378249,0.689466484,0.599008208,2,4,3,10,20,15,45,3,Moderate to High,Class-3,Casino
2491,61.016,1/20/2002,1,61.016,0.554377565,0,0.01504788,3,1,1,15,5,5,25,1.666666667,All Low,Class-1,Hotel
2492,13.9,8/27/2003,13,180.7,0.204856361,0.862346101,0.554377565,2,5,3,10,25,15,50,3.333333333,Moderate to High,Class-3,Casino
2493,5.75,11/13/2002,1,5.75,0.12619699,0,0.451094391,1,1,3,5,5,15,25,1.666666667,All Low,Class-1,Casino
2494,89.886,2/7/2002,1,89.886,0.673905609,0,0.03505472,4,1,1,20,5,5,30,2,All but little less freq,Class-2,Hotel
2495,8.41,4/26/2002,1,8.41,0.154411765,0,0.143980848,1,1,1,5,5,5,15,1,All Low,Class-1,Casino
2496,36.57,6/6/2002,1,36.57,0.405779754,0,0.196477428,3,1,1,15,5,5,25,1.666666667,All Low,Class-1,Casino
2497,34.96966316,9/15/2004,19,664.4236,0.396032832,0.91501368,0.788474692,2,5,4,10,25,20,55,3.666666667,Moderate to High,Class-3,Hotel & Casino
2499,34.868,3/6/2002,1,34.868,0.394322845,0,0.070109439,2,1,1,10,5,5,20,1.333333333,All Low,Class-1,Hotel
25,146.6354,11/27/2004,17,2492.8018,0.791381669,0.902359781,0.908515732,4,5,5,20,25,25,70,4.666666667,Regulars and High Values,Class-4,Casino
250,36.13416667,4/9/2004,12,433.61,0.404240766,0.850205198,0.657147743,3,5,4,15,25,20,60,4,Regulars and High Values,Class-4,Casino
2500,209.0702632,12/5/2004,38,7944.67,0.852941176,0.969049248,0.92253762,5,5,5,25,25,25,75,5,All Highs,Class-5,Casino
2501,43.96533333,9/22/2004,15,659.48,0.454685363,0.885601915,0.815492476,3,5,5,15,25,25,65,4.333333333,Regulars and High Values,Class-4,Casino
2502,110.4348,7/9/2003,7,773.0436,0.724350205,0.732045144,0.535909713,4,4,3,20,20,15,55,3.666666667,Moderate to High,Class-3,Hotel & Casino
2504,158.2786545,7/16/2004,11,1741.0652,0.804890561,0.834131327,0.720246238,5,5,4,25,25,20,70,4.666666667,Regulars and High Values,Class-4,Hotel & Casino
2506,26472.41575,1/4/2005,22,582393.1464,0.999487004,0.930232558,0.997777018,5,5,5,25,25,25,75,5,All Highs,Class-5,Hotel & Casino
2508,166.2595,12/14/2004,20,3325.19,0.814808482,0.91997264,0.942373461,5,5,5,25,25,25,75,5,All Highs,Class-5,Casino
2509,44.72,9/30/2004,2,89.44,0.458105335,0.352941176,0.823871409,3,2,5,15,10,25,50,3.333333333,Moderate to High,Class-3,Casino
251,458.6035714,5/17/2004,14,6420.45,0.937243502,0.875341997,0.681600547,5,5,4,25,25,20,70,4.666666667,Regulars and High Values,Class-4,Casino
2510,62.67777778,10/27/2003,9,564.1,0.56378249,0.790697674,0.576778386,3,4,3,15,20,15,50,3.333333333,Moderate to High,Class-3,Casino
2511,-2.79,11/30/2003,20,-55.8,0.043262654,0.91997264,0.590287278,1,5,3,5,25,15,45,3,Moderate to High,Class-3,Casino
2512,56.84833333,8/26/2004,6,341.09,0.528898769,0.689466484,0.760772914,3,4,4,15,20,20,55,3.666666667,Moderate to High,Class-3,Hotel & Casino
2514,41.402,4/24/2002,1,41.402,0.436730506,0,0.141928865,3,1,1,15,5,5,25,1.666666667,All Low,Class-1,Hotel
2515,8.71,6/11/2002,1,8.71,0.156634747,0,0.205198358,1,1,2,5,5,10,20,1.333333333,All Low,Class-1,Casino
2516,143.35,8/20/2002,1,143.35,0.78625171,0,0.329343365,4,1,2,20,5,10,35,2.333333333,All but little less freq,Class-2,Casino
2517,276.25,6/13/2002,1,276.25,0.891757866,0,0.209131327,5,1,2,25,5,10,40,2.666666667,All but little less freq,Class-2,Casino
2518,99.84217778,10/19/2004,9,898.5796,0.701949384,0.790697674,0.848153215,4,4,5,20,20,25,65,4.333333333,Regulars and High Values,Class-4,Casino
2519,96.76,9/27/2004,5,483.8,0.694254446,0.642612859,0.821135431,4,4,5,20,20,25,65,4.333333333,Regulars and High Values,Class-4,Casino
252,261.86,7/6/2002,1,261.86,0.884917921,0,0.247948016,5,1,2,25,5,10,40,2.666666667,All but little less freq,Class-2,Casino
2520,105.35,3/5/2003,3,316.05,0.714261286,0.497435021,0.501709986,4,3,3,20,15,15,50,3.333333333,Moderate to High,Class-3,Hotel
2521,75.215,8/11/2003,2,150.43,0.619015048,0.352941176,0.549760602,4,2,3,20,10,15,45,3,Moderate to High,Class-3,Casino
2522,207.66,5/10/2002,1,207.66,0.852086183,0,0.163645691,5,1,1,25,5,5,35,2.333333333,All but little less freq,Class-2,Casino
2523,-579.27,5/11/2004,3,-1737.81,0.001538988,0.497435021,0.677325581,1,3,4,5,15,20,40,2.666666667,All but little less freq,Class-2,Casino
2524,0.88,3/15/2002,1,0.88,0.064124487,0,0.083618331,1,1,1,5,5,5,15,1,All Low,Class-1,Casino
2525,60.66573333,9/15/2004,3,181.9972,0.552667579,0.497435021,0.788474692,3,3,4,15,15,20,50,3.333333333,Moderate to High,Class-3,Hotel & Casino
2527,23.12,8/27/2002,1,23.12,0.294117647,0,0.345246238,2,1,2,10,5,10,25,1.666666667,All Low,Class-1,Casino
2528,923.338,6/21/2004,3,2770.014,0.969220246,0.497435021,0.701436389,5,3,4,25,15,20,60,4,Regulars and High Values,Class-4,Hotel & Casino
253,255.7983056,9/10/2004,18,4604.3695,0.882352941,0.909712722,0.778043776,5,5,4,25,25,20,70,4.666666667,Regulars and High Values,Class-4,Casino
2530,14.10454545,12/11/2004,11,155.15,0.207421341,0.834131327,0.934165527,2,5,5,10,25,25,60,4,Regulars and High Values,Class-4,Casino
2531,0.67,4/13/2002,1,0.67,0.060875513,0,0.12619699,1,1,1,5,5,5,15,1,All Low,Class-1,Casino
2532,14.93,11/13/2002,1,14.93,0.21374829,0,0.451094391,2,1,3,10,5,15,30,2,All but little less freq,Class-2,Casino
2533,33.58333333,9/10/2004,3,100.75,0.385943912,0.497435021,0.778043776,2,3,4,10,15,20,45,3,Moderate to High,Class-3,Casino
2534,122.4825926,11/12/2004,27,3307.03,0.752735978,0.947845417,0.880471956,4,5,5,20,25,25,70,4.666666667,Regulars and High Values,Class-4,Casino
2535,0.12,7/1/2002,1,0.12,0.05129959,0,0.241108071,1,1,2,5,5,10,20,1.333333333,All Low,Class-1,Casino
2536,24.49875,12/27/2004,16,391.98,0.306429549,0.895861833,0.969733242,2,5,5,10,25,25,60,4,Regulars and High Values,Class-4,Casino
2537,52.445,7/30/2003,4,209.78,0.50495896,0.581395349,0.543946648,3,3,3,15,15,15,45,3,Moderate to High,Class-3,Casino
2538,241.1318,6/2/2002,2,482.2636,0.872264022,0.352941176,0.191005472,5,2,1,25,10,5,40,2.666666667,All but little less freq,Class-2,Hotel & Casino
254,46.365,2/2/2002,2,92.73,0.469220246,0.352941176,0.027188782,3,2,1,15,10,5,30,2,All but little less freq,Class-2,Hotel
2540,74.992,7/7/2002,1,74.992,0.617989056,0,0.249487004,4,1,2,20,5,10,35,2.333333333,All but little less freq,Class-2,Hotel
2541,34.1825,10/17/2003,4,136.73,0.389534884,0.581395349,0.572674419,2,3,3,10,15,15,40,2.666666667,All but little less freq,Class-2,Casino
2542,4.275,2/19/2004,6,25.65,0.109268126,0.689466484,0.627222982,1,4,4,5,20,20,45,3,Moderate to High,Class-3,Casino
2543,45.1875,12/31/2004,2,90.375,0.461525308,0.352941176,0.985294118,3,2,5,15,10,25,50,3.333333333,Moderate to High,Class-3,Casino
2544,69.1274,3/13/2002,2,138.2548,0.59370725,0.352941176,0.080540356,3,2,1,15,10,5,30,2,All but little less freq,Class-2,Hotel & Casino
2546,-8.95,8/4/2002,1,-8.95,0.038645691,0,0.296511628,1,1,2,5,5,10,20,1.333333333,All Low,Class-1,Casino
2547,118.7393333,5/28/2004,15,1781.09,0.744528044,0.885601915,0.686559508,4,5,4,20,25,20,65,4.333333333,Regulars and High Values,Class-4,Casino
2548,80.45426667,12/9/2004,3,241.3628,0.638850889,0.497435021,0.929890561,4,3,5,20,15,25,60,4,Regulars and High Values,Class-4,Hotel
2549,391.52,1/31/2002,1,391.52,0.922879617,0,0.0249658,5,1,1,25,5,5,35,2.333333333,All but little less freq,Class-2,Casino
255,186.7030769,8/29/2004,13,2427.14,0.835328317,0.862346101,0.763850889,5,5,4,25,25,20,70,4.666666667,Regulars and High Values,Class-4,Casino
2550,0.1,4/3/2002,1,0.1,0.049418605,0,0.112004104,1,1,1,5,5,5,15,1,All Low,Class-1,Casino
2551,35.04666667,12/26/2003,6,210.28,0.397400821,0.689466484,0.600376197,2,4,4,10,20,20,50,3.333333333,Moderate to High,Class-3,Casino
2552,2869.15536,10/28/2002,5,14345.7768,0.990766074,0.642612859,0.430403557,5,4,3,25,20,15,60,4,Regulars and High Values,Class-4,Hotel & Casino
2554,115.288,2/7/2002,1,115.288,0.736833105,0,0.03505472,4,1,1,20,5,5,30,2,All but little less freq,Class-2,Hotel
2555,58.15,9/21/2002,2,116.3,0.536935705,0.352941176,0.381839945,3,2,2,15,10,10,35,2.333333333,All but little less freq,Class-2,Casino
2556,33.49888,4/2/2003,5,167.4944,0.385259918,0.642612859,0.507010944,2,4,3,10,20,15,45,3,Moderate to High,Class-3,Hotel & Casino
2558,38.31833333,6/26/2004,6,229.91,0.41501368,0.689466484,0.704685363,3,4,4,15,20,20,55,3.666666667,Moderate to High,Class-3,Casino
2559,4.78,8/12/2002,1,4.78,0.115424077,0,0.311559508,1,1,2,5,5,10,20,1.333333333,All Low,Class-1,Casino
256,0.1,11/16/2002,2,0.2,0.049418605,0.352941176,0.453146375,1,2,3,5,10,15,30,2,All but little less freq,Class-2,Hotel & Casino
2560,24.16048889,8/18/2004,9,217.4444,0.304206566,0.790697674,0.752222982,2,4,4,10,20,20,50,3.333333333,Moderate to High,Class-3,Hotel & Casino
2562,15.99,11/6/2004,12,191.88,0.228625171,0.850205198,0.871409029,2,5,5,10,25,25,60,4,Regulars and High Values,Class-4,Casino
2563,43.53946667,5/24/2003,3,130.6184,0.448871409,0.497435021,0.520519836,3,3,3,15,15,15,45,3,Moderate to High,Class-3,Hotel
2564,-1.018,7/11/2003,5,-5.09,0.04497264,0.642612859,0.536764706,1,4,3,5,20,15,40,2.666666667,All but little less freq,Class-2,Casino
2565,0.15,4/19/2002,1,0.15,0.052325581,0,0.134404925,1,1,1,5,5,5,15,1,All Low,Class-1,Casino
2566,54.25,4/28/2002,1,54.25,0.512311902,0,0.147058824,3,1,1,15,5,5,25,1.666666667,All Low,Class-1,Casino
2567,379.048,3/30/2002,2,758.096,0.919459644,0.352941176,0.105848153,5,2,1,25,10,5,40,2.666666667,All but little less freq,Class-2,Hotel & Casino
2569,18.49,2/6/2002,1,18.49,0.253419973,0,0.034199726,2,1,1,10,5,5,20,1.333333333,All Low,Class-1,Casino
2570,49.054,11/21/2004,20,981.08,0.487175103,0.91997264,0.895348837,3,5,5,15,25,25,65,4.333333333,Regulars and High Values,Class-4,Casino
2571,-45.6547,8/17/2004,2,-91.3094,0.023084815,0.352941176,0.750683995,1,2,4,5,10,20,35,2.333333333,All but little less freq,Class-2,Casino
2572,0.35,8/19/2002,1,0.35,0.055745554,0,0.327291382,1,1,2,5,5,10,20,1.333333333,All Low,Class-1,Casino
2573,15.57666667,6/14/2002,3,46.73,0.2250342,0.497435021,0.210670315,2,3,2,10,15,10,35,2.333333333,All but little less freq,Class-2,Casino
2574,19.36066667,8/16/2002,3,58.082,0.259575923,0.497435021,0.31874145,2,3,2,10,15,10,35,2.333333333,All but little less freq,Class-2,Hotel & Casino
2576,100.6165571,11/23/2004,14,1408.6318,0.703830369,0.875341997,0.900649795,4,5,5,20,25,25,70,4.666666667,Regulars and High Values,Class-4,Hotel & Casino
2578,54.936,10/11/2002,1,54.936,0.517099863,0,0.409199726,3,1,3,15,5,15,35,2.333333333,All but little less freq,Class-2,Hotel
2579,15.128,11/25/2004,5,75.64,0.215629275,0.642612859,0.905266758,2,4,5,10,20,25,55,3.666666667,Moderate to High,Class-3,Casino
258,74.58142857,4/9/2004,7,522.07,0.61627907,0.732045144,0.657147743,4,4,4,20,20,20,60,4,Regulars and High Values,Class-4,Casino
2580,15.054,8/2/2004,5,75.27,0.214774282,0.642612859,0.736491108,2,4,4,10,20,20,50,3.333333333,Moderate to High,Class-3,Casino
2581,15.8828,7/16/2002,4,63.5312,0.227941176,0.581395349,0.263166895,2,3,2,10,15,10,35,2.333333333,All but little less freq,Class-2,Hotel & Casino
2583,63.196,5/12/2002,1,63.196,0.565663475,0,0.165868673,3,1,1,15,5,5,25,1.666666667,All Low,Class-1,Hotel
2584,4.066,1/13/2004,5,20.33,0.106874145,0.642612859,0.609781122,1,4,4,5,20,20,45,3,Moderate to High,Class-3,Casino
2585,34.80375,11/3/2003,8,278.43,0.392612859,0.763337893,0.579343365,2,4,3,10,20,15,45,3,Moderate to High,Class-3,Casino
2586,2511,8/27/2002,4,10044,0.990082079,0.581395349,0.345246238,5,3,2,25,15,10,50,3.333333333,Moderate to High,Class-3,Casino
2587,-48,11/9/2002,1,-48,0.022742818,0,0.444596443,1,1,3,5,5,15,25,1.666666667,All Low,Class-1,Casino
2588,5.469090909,5/11/2004,11,60.16,0.123461012,0.834131327,0.677325581,1,5,4,5,25,20,50,3.333333333,Moderate to High,Class-3,Casino
2589,112.177,7/24/2003,2,224.354,0.729309166,0.352941176,0.540868673,4,2,3,20,10,15,45,3,Moderate to High,Class-3,Hotel
259,215.6283333,11/4/2002,3,646.885,0.857729138,0.497435021,0.439295486,5,3,3,25,15,15,55,3.666666667,Moderate to High,Class-3,Hotel & Casino
2590,14.11,2/25/2002,1,14.11,0.207592339,0,0.061046512,2,1,1,10,5,5,20,1.333333333,All Low,Class-1,Casino
2591,5.937777778,4/30/2004,9,53.44,0.129103967,0.790697674,0.670998632,1,4,4,5,20,20,45,3,Moderate to High,Class-3,Casino
2592,91.84,3/13/2004,6,551.04,0.681600547,0.689466484,0.640902873,4,4,4,20,20,20,60,4,Regulars and High Values,Class-4,Casino
2593,3.01,6/25/2002,1,3.01,0.093365253,0,0.229822161,1,1,2,5,5,10,20,1.333333333,All Low,Class-1,Casino
2594,247.8748684,12/11/2004,19,4709.6225,0.877393981,0.91501368,0.934165527,5,5,5,25,25,25,75,5,All Highs,Class-5,Casino
2595,35.8625,8/26/2003,8,286.9,0.403214774,0.763337893,0.553864569,3,4,3,15,20,15,50,3.333333333,Moderate to High,Class-3,Casino
2596,-33,5/21/2003,2,-66,0.027701778,0.352941176,0.519664843,1,2,3,5,10,15,30,2,All but little less freq,Class-2,Casino
2597,90.276,4/21/2002,1,90.276,0.675102599,0,0.137824897,4,1,1,20,5,5,30,2,All but little less freq,Class-2,Hotel
2598,43.22166667,9/9/2003,6,259.33,0.447161423,0.689466484,0.559678523,3,4,3,15,20,15,50,3.333333333,Moderate to High,Class-3,Casino
2599,128.5394,12/30/2004,60,7712.364,0.762995896,0.983926129,0.980848153,4,5,5,20,25,25,70,4.666666667,Regulars and High Values,Class-4,Hotel & Casino
26,3.4675,9/14/2004,4,13.87,0.099692202,0.581395349,0.783173735,1,3,4,5,15,20,40,2.666666667,All but little less freq,Class-2,Casino
2601,8.498,5/12/2003,5,42.49,0.154924761,0.642612859,0.517783858,1,4,3,5,20,15,40,2.666666667,All but little less freq,Class-2,Casino
2602,12.28,11/8/2002,3,36.84,0.189808482,0.497435021,0.443570451,1,3,3,5,15,15,35,2.333333333,All but little less freq,Class-2,Casino
2603,29.18714286,10/30/2004,7,204.31,0.347298222,0.732045144,0.86371409,2,4,5,10,20,25,55,3.666666667,Moderate to High,Class-3,Casino
2604,166.58,2/5/2002,1,166.58,0.815663475,0,0.032831737,5,1,1,25,5,5,35,2.333333333,All but little less freq,Class-2,Hotel
2605,42.50666667,8/17/2003,3,127.52,0.443228454,0.497435021,0.551128591,3,3,3,15,15,15,45,3,Moderate to High,Class-3,Casino
2606,1133.893333,11/10/2002,3,3401.68,0.977770178,0.497435021,0.446648427,5,3,3,25,15,15,55,3.666666667,Moderate to High,Class-3,Casino
2607,8.48,4/21/2002,1,8.48,0.154753762,0,0.137824897,1,1,1,5,5,5,15,1,All Low,Class-1,Casino
2608,95.49273333,9/25/2004,6,572.9564,0.690663475,0.689466484,0.81754446,4,4,5,20,20,25,65,4.333333333,Regulars and High Values,Class-4,Hotel & Casino
261,113.9614667,9/14/2004,6,683.7688,0.733584131,0.689466484,0.783173735,4,4,4,20,20,20,60,4,Regulars and High Values,Class-4,Hotel & Casino
2610,3.45,6/19/2004,4,13.8,0.099179207,0.581395349,0.699384405,1,3,4,5,15,20,40,2.666666667,All but little less freq,Class-2,Casino
2611,34.04,9/15/2004,2,68.08,0.388850889,0.352941176,0.788474692,2,2,4,10,10,20,40,2.666666667,All but little less freq,Class-2,Casino
2612,48.64828125,12/26/2004,128,6226.98,0.485294118,0.994357045,0.96751026,3,5,5,15,25,25,65,4.333333333,Regulars and High Values,Class-4,Casino
2613,57.01666667,8/17/2003,3,171.05,0.530437756,0.497435021,0.551128591,3,3,3,15,15,15,45,3,Moderate to High,Class-3,Casino
2614,150.35,7/2/2003,4,601.4,0.795656635,0.581395349,0.533857729,4,3,3,20,15,15,50,3.333333333,Moderate to High,Class-3,Casino
2615,52.19708,3/13/2004,10,521.9708,0.50119699,0.815492476,0.640902873,3,5,4,15,25,20,60,4,Regulars and High Values,Class-4,Hotel & Casino
2617,0.3,5/16/2002,1,0.3,0.055232558,0,0.169801642,1,1,1,5,5,5,15,1,All Low,Class-1,Casino
2618,116.63,7/16/2002,1,116.63,0.739569083,0,0.263166895,4,1,2,20,5,10,35,2.333333333,All but little less freq,Class-2,Casino
2619,-174.21,10/9/2004,2,-348.42,0.009404925,0.352941176,0.834644323,1,2,5,5,10,25,40,2.666666667,All but little less freq,Class-2,Casino
2620,244.0454,2/21/2002,4,976.1816,0.875170999,0.581395349,0.054035568,5,3,1,25,15,5,45,3,Moderate to High,Class-3,Hotel & Casino
2622,32,9/9/2002,1,32,0.371922025,0,0.364740082,2,1,2,10,5,10,25,1.666666667,All Low,Class-1,Casino
2623,14.66888889,3/7/2004,9,132.02,0.211525308,0.790697674,0.637995896,2,4,4,10,20,20,50,3.333333333,Moderate to High,Class-3,Casino
2624,287.685,3/31/2003,2,575.37,0.89620383,0.352941176,0.506668947,5,2,3,25,10,15,50,3.333333333,Moderate to High,Class-3,Casino
2625,145.6036,2/28/2002,1,145.6036,0.789842681,0,0.064295486,4,1,1,20,5,5,30,2,All but little less freq,Class-2,Hotel
2626,19.9,5/8/2002,1,19.9,0.265218878,0,0.161080711,2,1,1,10,5,5,20,1.333333333,All Low,Class-1,Casino
2627,47.32857143,6/30/2004,14,662.6,0.4750342,0.875341997,0.708447332,3,5,4,15,25,20,60,4,Regulars and High Values,Class-4,Casino
2628,47.36,4/2/2002,1,47.36,0.475205198,0,0.111149111,3,1,1,15,5,5,25,1.666666667,All Low,Class-1,Casino
2629,134.3,3/26/2003,5,671.5,0.773084815,0.642612859,0.505129959,4,4,3,20,20,15,55,3.666666667,Moderate to High,Class-3,Casino
263,100.604,10/22/2004,5,503.02,0.703659371,0.642612859,0.851573187,4,4,5,20,20,25,65,4.333333333,Regulars and High Values,Class-4,Casino
2630,45.562,8/8/2004,2,91.124,0.463577291,0.352941176,0.743331053,3,2,4,15,10,20,45,3,Moderate to High,Class-3,Hotel
2631,43.54,1/3/2004,5,217.7,0.449042408,0.642612859,0.60499316,3,4,4,15,20,20,55,3.666666667,Moderate to High,Class-3,Casino
2632,378.4421154,12/10/2004,91,34438.2325,0.919288646,0.991108071,0.932113543,5,5,5,25,25,25,75,5,All Highs,Class-5,Casino
2633,17.412,5/15/2004,5,87.06,0.241792066,0.642612859,0.68006156,2,4,4,10,20,20,50,3.333333333,Moderate to High,Class-3,Casino
2634,39.155,11/26/2004,4,156.62,0.421511628,0.581395349,0.906634747,3,3,5,15,15,25,55,3.666666667,Moderate to High,Class-3,Casino
2635,340.53,11/4/2002,2,681.06,0.9124487,0.352941176,0.439295486,5,2,3,25,10,15,50,3.333333333,Moderate to High,Class-3,Casino
2636,61.54,6/10/2002,3,184.62,0.557626539,0.497435021,0.204172367,3,3,2,15,15,10,40,2.666666667,All but little less freq,Class-2,Casino
2637,100.996,12/17/2004,9,908.964,0.705198358,0.790697674,0.948358413,4,4,5,20,20,25,65,4.333333333,Regulars and High Values,Class-4,Casino
2638,38.81,3/25/2004,5,194.05,0.418604651,0.642612859,0.648255814,3,4,4,15,20,20,55,3.666666667,Moderate to High,Class-3,Casino
2639,19.005,11/28/2002,2,38.01,0.257865937,0.352941176,0.466484268,2,2,3,10,10,15,35,2.333333333,All but little less freq,Class-2,Casino
264,393.36,2/14/2004,3,1180.08,0.923563611,0.497435021,0.623974008,5,3,4,25,15,20,60,4,Regulars and High Values,Class-4,Casino
2640,98.046,5/8/2004,5,490.23,0.696819425,0.642612859,0.675444596,4,4,4,20,20,20,60,4,Regulars and High Values,Class-4,Casino
2641,-26.598,9/3/2002,5,-132.99,0.029582763,0.642612859,0.356874145,1,4,2,5,20,10,35,2.333333333,All but little less freq,Class-2,Casino
2642,3.19,4/14/2004,2,6.38,0.096101231,0.352941176,0.660567715,1,2,4,5,10,20,35,2.333333333,All but little less freq,Class-2,Casino
2643,1297.485048,11/27/2004,29,37627.0664,0.980164159,0.953830369,0.908515732,5,5,5,25,25,25,75,5,All Highs,Class-5,Hotel & Casino
2645,61.424,2/6/2002,1,61.424,0.557284542,0,0.034199726,3,1,1,15,5,5,25,1.666666667,All Low,Class-1,Hotel
2646,49.29,6/5/2002,1,49.29,0.488201094,0,0.195451436,3,1,1,15,5,5,25,1.666666667,All Low,Class-1,Casino
2647,95.89428571,6/30/2004,7,671.26,0.691689466,0.732045144,0.708447332,4,4,4,20,20,20,60,4,Regulars and High Values,Class-4,Casino
